,Filename,Intersection Found,,,,,,,,
79,Sample_Capstone_Output_Data_79.txt,No,,,,,,,,
80,Sample_Capstone_Output_Data_80.txt,No,,,,,,,,
81,Sample_Capstone_Output_Data_81.txt,No,,,,,,,,
82,Sample_Capstone_Output_Data_82.txt,No,,,,,,,,
83,Sample_Capstone_Output_Data_83.txt,No,,,,,,,,
84,Sample_Capstone_Output_Data_84.txt,No,,,,,,,,
85,Sample_Capstone_Output_Data_85.txt,No,,,,,,,,
86,Sample_Capstone_Output_Data_86.txt,No,,,,,,,,
87,Sample_Capstone_Output_Data_87.txt,No,,,,,,,,
88,Sample_Capstone_Output_Data_88.txt,No,,,,,,,,
89,Sample_Capstone_Output_Data_89.txt,No,,,,,,,,
90,Sample_Capstone_Output_Data_90.txt,No,,,,,,,,
91,Sample_Capstone_Output_Data_91.txt,No,,,,,,,,
92,Sample_Capstone_Output_Data_92.txt,No,,,,,,,,
93,Sample_Capstone_Output_Data_93.txt,No,,,,,,,,
94,Sample_Capstone_Output_Data_94.txt,No,,,,,,,,
95,Sample_Capstone_Output_Data_95.txt,No,,,,,,,,
96,Sample_Capstone_Output_Data_96.txt,No,,,,,,,,
97,Sample_Capstone_Output_Data_97.txt,No,,,,,,,,
98,Sample_Capstone_Output_Data_98.txt,No,,,,,,,,
99,Sample_Capstone_Output_Data_99.txt,No,,,,,,,,
100,Sample_Capstone_Output_Data_100.txt,No,,,,,,,,
101,Sample_Capstone_Output_Data_101.txt,No,,,,,,,,
102,Sample_Capstone_Output_Data_102.txt,No,,,,,,,,
103,Sample_Capstone_Output_Data_103.txt,No,,,,,,,,
104,Sample_Capstone_Output_Data_104.txt,No,,,,,,,,
105,Sample_Capstone_Output_Data_105.txt,No,,,,,,,,
106,Sample_Capstone_Output_Data_106.txt,No,,,,,,,,
107,Sample_Capstone_Output_Data_107.txt,No,,,,,,,,
108,Sample_Capstone_Output_Data_108.txt,No,,,,,,,,
109,Sample_Capstone_Output_Data_109.txt,No,,,,,,,,
110,Sample_Capstone_Output_Data_110.txt,No,,,,,,,,
111,Sample_Capstone_Output_Data_111.txt,No,,,,,,,,
112,Sample_Capstone_Output_Data_112.txt,No,,,,,,,,
113,Sample_Capstone_Output_Data_113.txt,No,,,,,,,,
114,Sample_Capstone_Output_Data_114.txt,No,,,,,,,,
115,Sample_Capstone_Output_Data_115.txt,No,,,,,,,,
116,Sample_Capstone_Output_Data_116.txt,No,,,,,,,,
117,Sample_Capstone_Output_Data_117.txt,No,,,,,,,,
118,Sample_Capstone_Output_Data_118.txt,No,,,,,,,,
119,Sample_Capstone_Output_Data_119.txt,No,,,,,,,,
120,Sample_Capstone_Output_Data_120.txt,No,,,,,,,,
121,Sample_Capstone_Output_Data_121.txt,No,,,,,,,,
122,Sample_Capstone_Output_Data_122.txt,No,,,,,,,,
123,Sample_Capstone_Output_Data_123.txt,No,,,,,,,,
124,Sample_Capstone_Output_Data_124.txt,No,,,,,,,,
125,Sample_Capstone_Output_Data_125.txt,No,,,,,,,,
126,Sample_Capstone_Output_Data_126.txt,No,,,,,,,,
127,Sample_Capstone_Output_Data_127.txt,No,,,,,,,,
128,Sample_Capstone_Output_Data_128.txt,No,,,,,,,,
129,Sample_Capstone_Output_Data_129.txt,No,,,,,,,,
130,Sample_Capstone_Output_Data_130.txt,No,,,,,,,,
131,Sample_Capstone_Output_Data_131.txt,No,,,,,,,,
132,Sample_Capstone_Output_Data_132.txt,No,,,,,,,,
133,Sample_Capstone_Output_Data_133.txt,No,,,,,,,,
134,Sample_Capstone_Output_Data_134.txt,No,,,,,,,,
135,Sample_Capstone_Output_Data_135.txt,No,,,,,,,,
136,Sample_Capstone_Output_Data_136.txt,No,,,,,,,,
137,Sample_Capstone_Output_Data_137.txt,No,,,,,,,,
138,Sample_Capstone_Output_Data_138.txt,No,,,,,,,,
139,Sample_Capstone_Output_Data_139.txt,No,,,,,,,,
140,Sample_Capstone_Output_Data_140.txt,No,,,,,,,,
141,Sample_Capstone_Output_Data_141.txt,No,,,,,,,,
142,Sample_Capstone_Output_Data_142.txt,No,,,,,,,,
143,Sample_Capstone_Output_Data_143.txt,No,,,,,,,,
144,Sample_Capstone_Output_Data_144.txt,No,,,,,,,,
145,Sample_Capstone_Output_Data_145.txt,No,,,,,,,,
146,Sample_Capstone_Output_Data_146.txt,No,,,,,,,,
147,Sample_Capstone_Output_Data_147.txt,No,,,,,,,,
148,Sample_Capstone_Output_Data_148.txt,No,,,,,,,,
149,Sample_Capstone_Output_Data_149.txt,No,,,,,,,,
150,Sample_Capstone_Output_Data_150.txt,No,,,,,,,,
151,Sample_Capstone_Output_Data_151.txt,No,,,,,,,,
152,Sample_Capstone_Output_Data_152.txt,No,,,,,,,,
153,Sample_Capstone_Output_Data_153.txt,No,,,,,,,,
154,Sample_Capstone_Output_Data_154.txt,No,,,,,,,,
155,Sample_Capstone_Output_Data_155.txt,No,,,,,,,,
156,Sample_Capstone_Output_Data_156.txt,No,,,,,,,,
157,Sample_Capstone_Output_Data_157.txt,No,,,,,,,,
158,Sample_Capstone_Output_Data_158.txt,No,,,,,,,,
159,Sample_Capstone_Output_Data_159.txt,No,,,,,,,,
160,Sample_Capstone_Output_Data_160.txt,No,,,,,,,,
161,Sample_Capstone_Output_Data_161.txt,No,,,,,,,,
162,Sample_Capstone_Output_Data_162.txt,No,,,,,,,,
163,Sample_Capstone_Output_Data_163.txt,No,,,,,,,,
164,Sample_Capstone_Output_Data_164.txt,No,,,,,,,,
165,Sample_Capstone_Output_Data_165.txt,No,,,,,,,,
166,Sample_Capstone_Output_Data_166.txt,No,,,,,,,,
167,Sample_Capstone_Output_Data_167.txt,No,,,,,,,,
168,Sample_Capstone_Output_Data_168.txt,No,,,,,,,,
169,Sample_Capstone_Output_Data_169.txt,No,,,,,,,,
170,Sample_Capstone_Output_Data_170.txt,No,,,,,,,,
171,Sample_Capstone_Output_Data_171.txt,Yes,,,,,,,,
172,Sample_Capstone_Output_Data_172.txt,Yes,,,,,,,,
173,Sample_Capstone_Output_Data_173.txt,No,,,,,,,,
174,Sample_Capstone_Output_Data_174.txt,No,,,,,,,,
175,Sample_Capstone_Output_Data_175.txt,Yes,,,,,,,,
176,Sample_Capstone_Output_Data_176.txt,Yes,,,,,,,,
177,Sample_Capstone_Output_Data_177.txt,No,,,,,,,,
178,Sample_Capstone_Output_Data_178.txt,No,,,,,,,,
179,Sample_Capstone_Output_Data_179.txt,Yes,,,,,,,,
180,Sample_Capstone_Output_Data_180.txt,Yes,,,,,,,,
181,Sample_Capstone_Output_Data_181.txt,No,,,,,,,,
182,Sample_Capstone_Output_Data_182.txt,No,,,,,,,,
183,Sample_Capstone_Output_Data_183.txt,Yes,,,,,,,,
184,Sample_Capstone_Output_Data_184.txt,Yes,,,,,,,,
185,Sample_Capstone_Output_Data_185.txt,No,,,,,,,,
186,Sample_Capstone_Output_Data_186.txt,No,,,,,,,,
187,Sample_Capstone_Output_Data_187.txt,Yes,,,,,,,,
188,Sample_Capstone_Output_Data_188.txt,Yes,,,,,,,,
189,Sample_Capstone_Output_Data_189.txt,No,,,,,,,,
190,Sample_Capstone_Output_Data_190.txt,No,,,,,,,,
191,Sample_Capstone_Output_Data_191.txt,Yes,,,,,,,,
192,Sample_Capstone_Output_Data_192.txt,Yes,,,,,,,,
193,Sample_Capstone_Output_Data_193.txt,Yes,,,,,,,,
194,Sample_Capstone_Output_Data_194.txt,No,,,,,,,,
195,Sample_Capstone_Output_Data_195.txt,Yes,,,,,,,,
196,Sample_Capstone_Output_Data_196.txt,Yes,,,,,,,,
197,Sample_Capstone_Output_Data_197.txt,No,,,,,,,,
198,Sample_Capstone_Output_Data_198.txt,No,,,,,,,,
199,Sample_Capstone_Output_Data_199.txt,Yes,,,,,,,,
200,Sample_Capstone_Output_Data_200.txt,Yes,,,,,,,,
201,Sample_Capstone_Output_Data_201.txt,No,,,,,,,,
202,Sample_Capstone_Output_Data_202.txt,No,,,,,,,,
203,Sample_Capstone_Output_Data_203.txt,Yes,,,,,,,,
204,Sample_Capstone_Output_Data_204.txt,Yes,,,,,,,,
205,Sample_Capstone_Output_Data_205.txt,No,,,,,,,,
206,Sample_Capstone_Output_Data_206.txt,No,,,,,,,,
207,Sample_Capstone_Output_Data_207.txt,Yes,,,,,,,,
208,Sample_Capstone_Output_Data_208.txt,Yes,,,,,,,,
209,Sample_Capstone_Output_Data_209.txt,No,,,,,,,,
210,Sample_Capstone_Output_Data_210.txt,No,,,,,,,,
211,Sample_Capstone_Output_Data_211.txt,Yes,,,,,,,,
212,Sample_Capstone_Output_Data_212.txt,Yes,,,,,,,,
213,Sample_Capstone_Output_Data_213.txt,No,,,,,,,6.85E-13,8.99E-13
214,Sample_Capstone_Output_Data_214.txt,No,,,,,,,6.88E-13,9.03E-13
215,Sample_Capstone_Output_Data_215.txt,Yes,,,,,,,6.91E-13,9.08E-13
216,Sample_Capstone_Output_Data_216.txt,Yes,,,,,,,6.95E-13,9.12E-13
217,Sample_Capstone_Output_Data_217.txt,No,,,,,,,6.98E-13,9.17E-13
218,Sample_Capstone_Output_Data_218.txt,No,,,,,,,7.01E-13,9.21E-13
219,Sample_Capstone_Output_Data_219.txt,Yes,,,,,,,7.05E-13,9.25E-13
220,Sample_Capstone_Output_Data_220.txt,Yes,,,,,,,7.08E-13,9.30E-13
221,Sample_Capstone_Output_Data_221.txt,Yes,,,,,,,7.12E-13,9.34E-13
222,Sample_Capstone_Output_Data_222.txt,No,,,,,,,7.15E-13,9.39E-13
223,Sample_Capstone_Output_Data_223.txt,Yes,,,,,,,7.19E-13,9.43E-13
224,Sample_Capstone_Output_Data_224.txt,Yes,,,,,,,7.22E-13,9.47E-13
225,Sample_Capstone_Output_Data_225.txt,No,,,,,,,7.26E-13,9.52E-13
226,Sample_Capstone_Output_Data_226.txt,No,,,,,,,7.29E-13,9.56E-13
227,Sample_Capstone_Output_Data_227.txt,Yes,,,,,,,7.33E-13,9.60E-13
228,Sample_Capstone_Output_Data_228.txt,Yes,,,,,,,7.37E-13,9.65E-13
229,Sample_Capstone_Output_Data_229.txt,No,,,,,,,7.40E-13,9.69E-13
230,Sample_Capstone_Output_Data_230.txt,No,,,,,,,7.44E-13,9.73E-13
231,Sample_Capstone_Output_Data_231.txt,Yes,,,,,,,7.48E-13,9.78E-13
232,Sample_Capstone_Output_Data_232.txt,Yes,,,,,,,7.52E-13,9.82E-13
233,Sample_Capstone_Output_Data_233.txt,No,,,,,,,7.56E-13,9.86E-13
234,Sample_Capstone_Output_Data_234.txt,No,,,,,,,7.60E-13,9.91E-13
235,Sample_Capstone_Output_Data_235.txt,Yes,,,,,,,7.64E-13,9.95E-13
236,Sample_Capstone_Output_Data_236.txt,Yes,,,,,,,7.68E-13,9.99E-13
237,Sample_Capstone_Output_Data_237.txt,No,,,,,,,7.72E-13,1.00E-12
238,Sample_Capstone_Output_Data_238.txt,No,,,,,,,7.76E-13,1.01E-12
239,Sample_Capstone_Output_Data_239.txt,Yes,,,,,,,7.80E-13,1.01E-12
240,Sample_Capstone_Output_Data_240.txt,Yes,,,,,,,7.84E-13,1.02E-12
241,Sample_Capstone_Output_Data_241.txt,No,,,,,,,7.88E-13,1.02E-12
242,Sample_Capstone_Output_Data_242.txt,No,,,,,,,7.92E-13,1.02E-12
243,Sample_Capstone_Output_Data_243.txt,Yes,,,,,,,7.97E-13,1.03E-12
244,Sample_Capstone_Output_Data_244.txt,Yes,,,,,,,8.01E-13,1.03E-12
245,Sample_Capstone_Output_Data_245.txt,No,,,,,,,8.05E-13,1.04E-12
246,Sample_Capstone_Output_Data_246.txt,No,,,,,,,8.10E-13,1.04E-12
247,Sample_Capstone_Output_Data_247.txt,Yes,,,,,,,8.14E-13,1.04E-12
248,Sample_Capstone_Output_Data_248.txt,Yes,,,,,,,8.19E-13,1.05E-12
249,Sample_Capstone_Output_Data_249.txt,Yes,,,,,,,8.23E-13,1.05E-12
250,Sample_Capstone_Output_Data_250.txt,No,,,,,,,8.28E-13,1.06E-12
251,Sample_Capstone_Output_Data_251.txt,Yes,,,,,,,8.32E-13,1.06E-12
252,Sample_Capstone_Output_Data_252.txt,Yes,,,,,,,8.37E-13,1.06E-12
253,Sample_Capstone_Output_Data_253.txt,No,,,,,,,8.41E-13,1.07E-12
254,Sample_Capstone_Output_Data_254.txt,No,,,,,,,8.46E-13,1.07E-12
255,Sample_Capstone_Output_Data_255.txt,Yes,,,,,,,8.51E-13,1.07E-12
256,Sample_Capstone_Output_Data_256.txt,Yes,,,,,,,8.56E-13,1.08E-12
257,Sample_Capstone_Output_Data_257.txt,No,,,,,,,8.60E-13,1.08E-12
258,Sample_Capstone_Output_Data_258.txt,No,,,,,,,8.65E-13,1.08E-12
259,Sample_Capstone_Output_Data_259.txt,Yes,,,,,,,8.70E-13,1.09E-12
260,Sample_Capstone_Output_Data_260.txt,Yes,,,,,,,8.75E-13,1.09E-12
261,Sample_Capstone_Output_Data_261.txt,No,,,,,,,8.80E-13,1.09E-12
262,Sample_Capstone_Output_Data_262.txt,No,,,,,,,8.85E-13,1.10E-12
263,Sample_Capstone_Output_Data_263.txt,Yes,,,,,,,8.90E-13,1.10E-12
264,Sample_Capstone_Output_Data_264.txt,Yes,,,,,,,8.95E-13,1.10E-12
265,Sample_Capstone_Output_Data_265.txt,No,,,,,,,9.00E-13,1.11E-12
266,Sample_Capstone_Output_Data_266.txt,No,,,,,,,9.05E-13,1.11E-12
267,Sample_Capstone_Output_Data_267.txt,Yes,,,,,,,9.10E-13,1.11E-12
268,Sample_Capstone_Output_Data_268.txt,Yes,,,,,,,9.15E-13,1.12E-12
269,Sample_Capstone_Output_Data_269.txt,No,,,,,,,9.20E-13,1.12E-12
270,Sample_Capstone_Output_Data_270.txt,No,,,,,,,9.25E-13,1.12E-12
271,Sample_Capstone_Output_Data_271.txt,Yes,,,,,,,9.30E-13,1.13E-12
272,Sample_Capstone_Output_Data_272.txt,Yes,,,,,,,9.35E-13,1.13E-12
273,Sample_Capstone_Output_Data_273.txt,No,,,,,,,9.41E-13,1.13E-12
274,Sample_Capstone_Output_Data_274.txt,No,,,,,,,9.46E-13,1.13E-12
275,Sample_Capstone_Output_Data_275.txt,Yes,,,,,,,9.51E-13,1.14E-12
276,Sample_Capstone_Output_Data_276.txt,Yes,,,,,,,9.56E-13,1.14E-12
277,Sample_Capstone_Output_Data_277.txt,No,,,,,,,9.62E-13,1.14E-12
278,Sample_Capstone_Output_Data_278.txt,No,,,,,,,9.67E-13,1.14E-12
279,Sample_Capstone_Output_Data_279.txt,Yes,,,,,,,9.72E-13,1.15E-12
280,Sample_Capstone_Output_Data_280.txt,Yes,,,,,,,9.77E-13,1.15E-12
281,Sample_Capstone_Output_Data_281.txt,No,,,,,,,9.83E-13,1.15E-12
282,Sample_Capstone_Output_Data_282.txt,No,,,,,,,9.88E-13,1.15E-12
283,Sample_Capstone_Output_Data_283.txt,Yes,,,,,,,9.93E-13,1.15E-12
284,Sample_Capstone_Output_Data_284.txt,Yes,,,,,,,9.99E-13,1.16E-12
285,Sample_Capstone_Output_Data_285.txt,No,,,,,,,1.00E-12,1.16E-12
286,Sample_Capstone_Output_Data_286.txt,No,,,,,,,1.01E-12,1.16E-12
287,Sample_Capstone_Output_Data_287.txt,Yes,,,,,,,1.01E-12,1.16E-12
288,Sample_Capstone_Output_Data_288.txt,Yes,,,,,,,1.02E-12,1.16E-12
289,Sample_Capstone_Output_Data_289.txt,No,,,,,,,1.03E-12,1.16E-12
290,Sample_Capstone_Output_Data_290.txt,No,,,,,,,1.03E-12,1.16E-12
291,Sample_Capstone_Output_Data_291.txt,Yes,,,,,,,1.04E-12,1.17E-12
292,Sample_Capstone_Output_Data_292.txt,Yes,,,,,,,1.04E-12,1.17E-12
293,Sample_Capstone_Output_Data_293.txt,No,,,,,,,1.05E-12,1.17E-12
294,Sample_Capstone_Output_Data_294.txt,No,,,,,,,1.05E-12,1.17E-12
295,Sample_Capstone_Output_Data_295.txt,Yes,,,,,,,1.06E-12,1.17E-12
296,Sample_Capstone_Output_Data_296.txt,Yes,,,,,,,1.06E-12,1.17E-12
297,Sample_Capstone_Output_Data_297.txt,No,,,,,,,1.07E-12,1.17E-12
298,Sample_Capstone_Output_Data_298.txt,No,,,,,,,1.07E-12,1.17E-12
299,Sample_Capstone_Output_Data_299.txt,Yes,,,,,,,1.08E-12,1.17E-12
300,Sample_Capstone_Output_Data_300.txt,Yes,,,,,,,1.08E-12,1.17E-12
301,Sample_Capstone_Output_Data_301.txt,No,,,,,,,1.09E-12,1.17E-12
302,Sample_Capstone_Output_Data_302.txt,No,,,,,,,1.10E-12,1.18E-12
303,Sample_Capstone_Output_Data_303.txt,Yes,,,,,,,1.10E-12,1.18E-12
304,Sample_Capstone_Output_Data_304.txt,Yes,,,,,,,1.11E-12,1.18E-12
305,Sample_Capstone_Output_Data_305.txt,No,,,,,,,1.11E-12,1.18E-12
306,Sample_Capstone_Output_Data_306.txt,No,,,,,,,1.12E-12,1.18E-12
307,Sample_Capstone_Output_Data_307.txt,Yes,,,,,,,1.12E-12,1.18E-12
308,Sample_Capstone_Output_Data_308.txt,Yes,,,,,,,1.13E-12,1.18E-12
309,Sample_Capstone_Output_Data_309.txt,No,,,,,,,1.13E-12,1.18E-12
310,Sample_Capstone_Output_Data_310.txt,No,,,,,,,1.14E-12,1.17E-12
311,Sample_Capstone_Output_Data_311.txt,Yes,,,,,,,1.14E-12,1.17E-12
312,Sample_Capstone_Output_Data_312.txt,Yes,,,,,,,1.15E-12,1.17E-12
313,Sample_Capstone_Output_Data_313.txt,No,,,,,,,1.15E-12,1.17E-12
314,Sample_Capstone_Output_Data_314.txt,No,,,,,,,1.16E-12,1.17E-12
315,Sample_Capstone_Output_Data_315.txt,Yes,,,,,,,1.16E-12,1.17E-12
316,Sample_Capstone_Output_Data_316.txt,Yes,,,,,,,1.17E-12,1.17E-12
317,Sample_Capstone_Output_Data_317.txt,No,,,,,,,1.17E-12,1.17E-12
318,Sample_Capstone_Output_Data_318.txt,No,,,,,,,1.18E-12,1.17E-12
319,Sample_Capstone_Output_Data_319.txt,Yes,,,,,,,1.18E-12,1.17E-12
320,Sample_Capstone_Output_Data_320.txt,Yes,,,,,,,1.19E-12,1.17E-12
321,Sample_Capstone_Output_Data_321.txt,No,,,,,,,1.19E-12,1.17E-12
322,Sample_Capstone_Output_Data_322.txt,No,,,,,,,1.20E-12,1.16E-12
323,Sample_Capstone_Output_Data_323.txt,Yes,,,,,,,1.20E-12,1.16E-12
324,Sample_Capstone_Output_Data_324.txt,Yes,,,,,,,1.20E-12,1.16E-12
325,Sample_Capstone_Output_Data_325.txt,No,,,,,,,1.21E-12,1.16E-12
326,Sample_Capstone_Output_Data_326.txt,No,,,,,,,1.21E-12,1.16E-12
327,Sample_Capstone_Output_Data_327.txt,Yes,,,,,,,1.22E-12,1.16E-12
328,Sample_Capstone_Output_Data_328.txt,Yes,,,,,,,1.22E-12,1.15E-12
329,Sample_Capstone_Output_Data_329.txt,No,,,,,,,1.23E-12,1.15E-12
330,Sample_Capstone_Output_Data_330.txt,No,,,,,,,1.23E-12,1.15E-12
331,Sample_Capstone_Output_Data_331.txt,Yes,,,,,,,1.23E-12,1.15E-12
332,Sample_Capstone_Output_Data_332.txt,Yes,,,,,,,1.24E-12,1.15E-12
333,Sample_Capstone_Output_Data_333.txt,No,,,,,,,1.24E-12,1.14E-12
334,Sample_Capstone_Output_Data_334.txt,No,,,,,,,1.25E-12,1.14E-12
335,Sample_Capstone_Output_Data_335.txt,Yes,,,,,,,1.25E-12,1.14E-12
336,Sample_Capstone_Output_Data_336.txt,Yes,,,,,,,1.25E-12,1.14E-12
337,Sample_Capstone_Output_Data_337.txt,No,,,,,,,1.26E-12,1.13E-12
338,Sample_Capstone_Output_Data_338.txt,No,,,,,,,1.26E-12,1.13E-12
339,Sample_Capstone_Output_Data_339.txt,Yes,,,,,,,1.27E-12,1.13E-12
340,Sample_Capstone_Output_Data_340.txt,Yes,,,,,,,1.27E-12,1.13E-12
341,Sample_Capstone_Output_Data_341.txt,No,,,,,,,1.27E-12,1.12E-12
342,Sample_Capstone_Output_Data_342.txt,No,,,,,,,1.28E-12,1.12E-12
343,Sample_Capstone_Output_Data_343.txt,Yes,,,,,,,1.28E-12,1.12E-12
344,Sample_Capstone_Output_Data_344.txt,Yes,,,,,,,1.28E-12,1.11E-12
345,Sample_Capstone_Output_Data_345.txt,No,,,,,,,1.29E-12,1.11E-12
346,Sample_Capstone_Output_Data_346.txt,No,,,,,,,1.29E-12,1.11E-12
347,Sample_Capstone_Output_Data_347.txt,Yes,,,,,,,1.29E-12,1.10E-12
348,Sample_Capstone_Output_Data_348.txt,Yes,,,,,,,1.30E-12,1.10E-12
349,Sample_Capstone_Output_Data_349.txt,No,,,,,,,1.30E-12,1.10E-12
350,Sample_Capstone_Output_Data_350.txt,No,,,,,,,1.30E-12,1.09E-12
351,Sample_Capstone_Output_Data_351.txt,Yes,,,,,,,1.30E-12,1.09E-12
352,Sample_Capstone_Output_Data_352.txt,Yes,,,,,,,1.31E-12,1.09E-12
353,Sample_Capstone_Output_Data_353.txt,No,,,,,,,1.31E-12,1.08E-12
354,Sample_Capstone_Output_Data_354.txt,No,,,,,,,1.31E-12,1.08E-12
355,Sample_Capstone_Output_Data_355.txt,Yes,,,,,,,1.31E-12,1.08E-12
356,Sample_Capstone_Output_Data_356.txt,Yes,,,,,,,1.32E-12,1.07E-12
357,Sample_Capstone_Output_Data_357.txt,No,,,,,,,1.32E-12,1.07E-12
358,Sample_Capstone_Output_Data_358.txt,No,,,,,,,1.32E-12,1.07E-12
359,Sample_Capstone_Output_Data_359.txt,Yes,,,,,,,1.32E-12,1.06E-12
360,Sample_Capstone_Output_Data_360.txt,Yes,,,,,,,1.32E-12,1.06E-12
361,Sample_Capstone_Output_Data_361.txt,No,,,,,,,1.33E-12,1.06E-12
362,Sample_Capstone_Output_Data_362.txt,No,,,,,,,1.33E-12,1.05E-12
363,Sample_Capstone_Output_Data_363.txt,Yes,,,,,,,1.33E-12,1.05E-12
364,Sample_Capstone_Output_Data_364.txt,Yes,,,,,,,1.33E-12,1.04E-12
365,Sample_Capstone_Output_Data_365.txt,No,,,,,,,1.33E-12,1.04E-12
366,Sample_Capstone_Output_Data_366.txt,No,,,,,,,1.33E-12,1.04E-12
367,Sample_Capstone_Output_Data_367.txt,Yes,,,,,,,1.34E-12,1.03E-12
368,Sample_Capstone_Output_Data_368.txt,Yes,,,,,,,1.34E-12,1.03E-12
369,Sample_Capstone_Output_Data_369.txt,No,,,,,,,1.34E-12,1.03E-12
370,Sample_Capstone_Output_Data_370.txt,No,,,,,,,1.34E-12,1.02E-12
